"timestamp","counts","heartRate","respirationRate","totalEnergyExpenditure","activeEnergyExpenditure","steps","nonwear","runDuration","walkDuration","activeMinutes","restingHeartRate","heartRateRecovery","cardioFitnessIndex","vo2Max","batteryDischarge","sleepEventMarker","missingData","sleep"
"11-05-2022 04:44:00","93","43","15","443.8738","0.0683","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:45:00","114","46","15","445.2220","0.0328","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:46:00","83","43","12","446.5574","0.0214","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:47:00","101","44","13","447.8914","0.0200","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:48:00","199","45","11","449.2336","0.0275","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:49:00","92","43","8","450.5929","0.0428","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:50:00","1699","45","13","452.0571","0.1372","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","0"
"11-05-2022 04:51:00","179","47","15","453.8639","0.4456","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:52:00","62","41","16","455.2210","0.0408","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:53:00","58","42","15","456.5513","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:54:00","59","41","16","457.8815","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:55:00","78","43","16","459.2120","0.0169","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:56:00","62","44","16","460.5423","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:57:00","57","41","15","461.8725","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:58:00","66","43","16","463.2028","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 04:59:00","60","45","17","464.5330","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:00:00","755","49","19","466.0179","0.1558","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:01:00","79","40","13","467.3834","0.0483","0","0","0","0","0","53","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:02:00","149","43","14","468.7364","0.0372","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:03:00","82","43","15","470.0719","0.0214","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:04:00","92","44","15","471.4022","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:05:00","88","43","12","472.7340","0.0181","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:06:00","87","46","14","474.0642","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:07:00","86","44","14","475.3944","0.0167","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:08:00","164","46","15","476.7395","0.0300","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:09:00","88","43","15","478.0846","0.0300","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:10:00","129","45","12","479.4281","0.0286","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:11:00","137","43","11","480.7722","0.0292","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:12:00","130","43","12","482.1293","0.0408","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:13:00","261","43","16","483.5062","0.0586","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:14:00","95","43","11","484.8556","0.0339","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
"11-05-2022 05:15:00","94","45","14","486.1861","0.0169","0","0","0","0","0","NaN","NaN","NaN","NaN","0","0","0","1"
